timestamp,interaction_id,csat,ies,complaints,aht_seconds,hold_time_seconds,transfers,channel,language,queue
2025-03-18T17:13:56Z,tra_0096,3.5,91.5,0,351,31,0,chat,fr,billing
2025-07-04T08:17:27Z,tra_0097,4.4,87.8,0,306,51,0,email,es,support
2025-06-07T12:29:58Z,tra_0098,4.0,94.9,1,171,41,0,voice,en,billing
2025-06-01T08:14:45Z,tra_0099,2.9,79.0,0,296,45,0,voice,en,support
2025-05-26T16:51:52Z,tra_0100,3.9,88.6,0,232,42,0,voice,en,billing
2025-01-17T16:55:56Z,tra_0101,3.6,61.0,1,452,34,0,voice,en,support
2025-04-12T11:57:02Z,tra_0102,3.5,77.5,1,333,51,0,voice,en,billing
2025-04-10T10:44:39Z,tra_0103,4.1,73.1,0,344,57,0,voice,en,billing
2025-06-12T13:56:52Z,tra_0104,4.3,79.0,0,281,68,0,voice,es,support
2025-05-18T14:59:16Z,tra_0105,3.5,80.9,0,227,53,0,email,en,billing
2025-02-14T16:02:25Z,tra_0106,4.5,92.7,0,303,55,0,voice,en,sales
2025-02-08T08:34:22Z,tra_0107,4.6,63.8,0,327,77,0,voice,en,billing
2025-06-07T10:02:55Z,tra_0108,4.2,91.7,0,341,64,1,voice,es,billing
2025-07-03T12:02:23Z,tra_0109,4.5,73.1,0,518,4,0,voice,fr,billing
2025-02-17T09:28:43Z,tra_0110,4.3,82.4,0,256,41,0,voice,de,billing
2025-04-22T15:22:02Z,tra_0111,4.3,68.5,1,373,72,0,chat,es,support
2025-05-16T13:00:00Z,tra_0112,4.8,72.8,0,332,6,0,chat,es,sales
2025-03-23T09:15:59Z,tra_0113,3.6,76.2,0,267,13,0,email,fr,billing
2025-01-24T11:42:43Z,tra_0114,3.9,65.3,0,260,38,0,voice,en,billing
2025-06-25T16:30:43Z,tra_0115,3.3,86.7,0,285,33,0,voice,en,billing
2025-03-23T13:24:43Z,tra_0116,4.4,100.0,0,276,6,0,voice,en,support
2025-06-03T10:11:35Z,tra_0117,4.1,73.0,0,379,49,0,chat,en,support
2025-01-17T12:00:59Z,tra_0118,4.0,67.7,0,300,27,1,email,es,support
2025-02-17T09:23:03Z,tra_0119,3.2,89.9,0,328,14,0,voice,en,billing
2025-03-24T16:04:01Z,tra_0120,4.3,85.4,0,374,53,0,voice,es,billing
2025-05-26T11:36:16Z,tra_0121,4.7,83.6,0,355,29,0,email,en,support
2025-03-27T10:03:23Z,tra_0122,4.2,84.2,0,400,30,1,email,de,billing
2025-06-10T17:28:56Z,tra_0123,4.2,77.4,0,298,3,0,voice,fr,sales
2025-05-01T16:18:43Z,tra_0124,4.1,64.1,1,275,22,1,chat,en,sales
2025-03-09T10:22:03Z,tra_0125,4.3,68.6,0,376,11,0,chat,en,billing
2025-04-05T10:20:12Z,tra_0126,4.2,63.4,1,391,39,0,chat,de,support
2025-03-10T13:19:14Z,tra_0127,4.4,92.3,0,264,48,1,voice,en,billing
2025-03-24T10:42:24Z,tra_0128,3.7,79.4,0,334,24,0,voice,es,support
2025-07-03T15:36:57Z,tra_0129,4.5,64.1,1,375,41,0,voice,fr,support
2025-01-26T08:50:15Z,tra_0130,4.8,76.4,0,463,50,0,voice,en,support
2025-05-07T10:27:43Z,tra_0131,3.5,80.3,0,267,65,0,chat,en,billing
2025-03-05T08:49:22Z,tra_0132,4.3,77.9,0,272,27,0,chat,es,billing
2025-01-12T09:49:15Z,tra_0133,4.1,68.7,0,228,45,0,voice,en,billing
2025-04-27T17:29:16Z,tra_0134,3.9,81.1,0,341,35,1,voice,es,billing
2025-06-14T13:07:44Z,tra_0135,3.9,76.9,0,251,51,0,voice,en,support
2025-02-09T11:52:23Z,tra_0136,2.1,44.1,3,608,164,3,voice,en,support
2025-01-03T12:53:46Z,tra_0137,4.3,82.9,0,309,24,0,voice,es,billing
2025-05-15T15:59:12Z,tra_0138,4.6,73.4,0,271,41,0,voice,en,billing
2025-02-01T16:15:13Z,tra_0139,4.4,67.8,0,214,12,1,chat,en,sales
2025-06-26T10:07:34Z,tra_0140,4.2,59.3,0,306,22,0,voice,en,billing
2025-01-04T11:57:52Z,tra_0141,4.0,93.7,0,389,50,0,voice,fr,support
2025-06-06T13:42:29Z,tra_0142,4.8,75.1,0,311,45,0,chat,de,billing
2025-05-12T09:43:56Z,tra_0143,4.2,80.3,0,418,44,0,voice,en,billing
2025-01-02T09:50:49Z,tra_0144,5.0,65.6,0,358,44,0,voice,de,sales
2025-06-08T12:22:36Z,tra_0145,4.5,88.1,0,345,17,0,chat,en,sales
2025-05-18T09:11:39Z,tra_0146,3.7,94.2,0,393,30,1,voice,en,billing
2025-04-20T11:56:40Z,tra_0147,4.6,77.3,0,408,21,1,voice,es,sales
2025-01-23T16:00:42Z,tra_0148,4.7,76.0,0,296,39,0,voice,fr,support
2025-01-28T16:47:26Z,tra_0149,4.7,86.7,0,244,16,0,chat,en,billing
2025-04-06T13:00:56Z,tra_0150,4.9,84.2,0,276,53,0,voice,en,support
2025-05-02T13:18:34Z,tra_0151,3.5,72.2,0,337,68,0,voice,en,support
2025-05-02T11:04:08Z,tra_0152,3.9,67.4,0,367,31,0,voice,es,support
2025-03-19T16:09:31Z,tra_0153,4.8,63.4,0,358,41,1,chat,en,support
2025-06-19T10:39:35Z,tra_0154,4.9,89.0,0,391,46,0,voice,es,support
2025-04-17T10:04:43Z,tra_0155,3.9,88.2,0,265,51,0,voice,en,billing
2025-05-19T17:50:19Z,tra_0156,5.0,85.6,0,215,15,0,email,en,support
2025-04-18T17:02:21Z,tra_0157,3.3,71.8,0,264,42,0,voice,en,support
2025-01-02T11:30:09Z,tra_0158,4.5,84.0,0,299,10,0,voice,de,support
2025-04-25T11:04:11Z,tra_0159,4.5,64.2,0,297,42,0,chat,en,billing
2025-03-30T11:51:57Z,tra_0160,4.6,71.7,0,440,26,0,voice,en,support
2025-01-02T12:00:15Z,tra_0161,3.8,94.6,1,310,51,1,voice,es,support
2025-03-27T14:06:32Z,tra_0162,3.9,71.2,0,222,33,0,voice,fr,billing
2025-06-01T09:15:50Z,tra_0163,5.0,88.0,1,432,10,1,voice,en,sales
2025-01-16T11:47:09Z,tra_0164,4.0,100.0,0,236,60,0,voice,en,support
2025-02-12T17:50:10Z,tra_0165,3.8,77.0,1,256,25,0,email,en,support
2025-01-04T14:28:28Z,tra_0166,3.9,85.3,0,183,26,0,email,en,support
2025-04-26T12:16:58Z,tra_0167,2.3,30.6,3,497,101,3,voice,en,support
2025-06-28T13:36:43Z,tra_0168,4.4,70.7,0,168,52,0,voice,es,support
2025-06-11T11:04:42Z,tra_0169,4.7,64.7,0,402,7,0,email,en,support
2025-02-15T12:24:24Z,tra_0170,4.4,79.4,0,383,38,1,voice,en,support
2025-01-21T13:13:16Z,tra_0171,4.5,67.8,0,330,20,0,chat,es,billing
2025-02-08T17:00:06Z,tra_0172,2.8,46.0,2,649,162,4,voice,en,support
2025-05-23T16:33:48Z,tra_0173,3.8,87.0,0,331,73,1,voice,en,billing
2025-05-17T08:17:48Z,tra_0174,4.4,76.0,0,316,6,0,voice,en,billing
2025-01-09T11:18:41Z,tra_0175,4.4,98.8,0,224,52,0,voice,en,support
2025-01-08T13:30:13Z,tra_0176,5.0,66.2,0,296,56,0,voice,es,billing
2025-02-23T14:02:33Z,tra_0177,4.6,71.0,1,321,49,0,voice,en,billing
2025-06-30T13:30:05Z,tra_0178,3.5,98.0,0,303,22,0,voice,es,support
2025-04-02T08:06:39Z,tra_0179,4.9,87.8,0,393,66,0,chat,en,billing
2025-04-30T12:04:12Z,tra_0180,4.6,61.5,0,227,28,1,email,es,billing
2025-06-17T09:01:42Z,tra_0181,3.9,67.7,1,120,33,0,chat,en,support
2025-03-04T10:55:39Z,tra_0182,3.7,79.7,0,373,73,0,chat,en,billing
2025-04-26T15:42:36Z,tra_0183,3.9,77.1,0,369,61,0,voice,en,support
2025-03-20T13:21:30Z,tra_0184,3.4,67.4,0,333,30,0,chat,en,billing
2025-04-20T08:09:15Z,tra_0185,4.5,74.2,1,241,43,0,voice,fr,support
2025-06-09T10:15:41Z,tra_0186,4.7,76.1,1,386,49,0,voice,en,sales
2025-01-14T10:01:21Z,tra_0187,5.0,88.1,0,144,66,0,voice,en,billing
2025-05-26T17:27:01Z,tra_0188,4.8,90.3,0,243,51,0,chat,en,sales
2025-02-20T13:49:36Z,tra_0189,4.4,79.4,0,463,45,0,chat,en,support
2025-01-16T09:36:19Z,tra_0190,4.7,68.4,1,418,34,0,voice,en,support
2025-06-19T17:38:35Z,tra_0191,4.1,79.0,0,430,57,1,voice,en,support
2025-02-28T13:07:38Z,tra_0192,4.8,77.0,1,329,79,0,voice,en,support
2025-03-28T09:06:01Z,tra_0193,4.4,85.4,0,283,15,0,voice,en,billing
2025-03-01T11:32:17Z,tra_0194,4.6,66.8,1,388,46,0,chat,en,billing
2025-06-12T11:47:01Z,tra_0195,4.1,56.6,0,242,17,0,voice,en,billing
2025-04-02T12:10:33Z,tra_0196,4.3,94.7,0,438,50,0,voice,en,billing
2025-01-27T08:17:16Z,tra_0197,4.7,73.2,0,417,59,0,voice,en,support
2025-03-06T08:02:54Z,tra_0198,5.0,77.5,0,363,64,0,voice,en,billing
2025-01-21T15:52:36Z,tra_0199,4.3,58.3,0,435,38,0,chat,en,support
2025-03-21T08:53:00Z,tra_0200,4.2,76.0,1,279,15,0,chat,de,support
2025-04-15T13:14:14Z,tra_0201,4.3,85.0,0,223,41,0,voice,en,billing
2025-06-27T14:17:39Z,tra_0202,4.2,72.6,0,334,36,0,chat,en,billing
2025-01-07T13:50:35Z,tra_0203,4.1,72.5,0,233,13,0,chat,en,billing
2025-03-18T15:49:36Z,tra_0204,4.6,78.6,0,411,29,0,voice,es,support
2025-07-05T16:02:38Z,tra_0205,4.6,71.9,0,398,40,0,voice,fr,sales
2025-01-11T11:38:38Z,tra_0206,3.3,68.8,1,232,31,0,voice,en,support
2025-06-09T11:38:58Z,tra_0207,4.5,68.4,1,227,42,1,voice,en,support
2025-01-12T17:48:41Z,tra_0208,3.7,78.0,0,331,35,0,chat,fr,billing
2025-06-17T15:01:02Z,tra_0209,4.8,72.1,0,162,40,0,voice,es,support
2025-01-08T14:23:08Z,tra_0210,3.8,76.5,0,229,47,0,email,es,billing
2025-03-07T09:02:35Z,tra_0211,4.5,80.2,0,246,58,0,voice,en,support
2025-06-09T11:28:39Z,tra_0212,3.7,77.6,0,403,47,0,voice,en,billing
2025-05-31T14:37:19Z,tra_0213,4.2,63.5,0,337,23,0,voice,en,support
2025-06-11T16:13:02Z,tra_0214,2.8,37.7,2,761,164,3,voice,es,billing
2025-04-15T08:37:00Z,tra_0215,4.3,75.7,0,358,47,0,voice,en,billing
2025-06-12T17:41:36Z,tra_0216,3.6,68.6,0,385,24,1,voice,es,billing
2025-05-12T12:54:06Z,tra_0217,3.9,73.2,0,548,44,1,chat,en,support
2025-05-17T14:19:19Z,tra_0218,3.8,82.3,0,268,3,0,chat,es,billing
2025-06-06T08:09:38Z,tra_0219,4.2,65.6,0,361,48,0,voice,en,sales
2025-02-25T12:36:16Z,tra_0220,3.6,75.9,0,310,8,0,chat,en,billing
2025-06-07T17:45:43Z,tra_0221,3.6,69.6,0,421,16,0,voice,en,support
2025-05-07T15:05:18Z,tra_0222,4.5,71.8,0,352,39,0,voice,es,support
2025-06-15T16:30:41Z,tra_0223,4.3,66.5,1,201,35,0,email,en,support
2025-01-26T09:45:37Z,tra_0224,4.6,88.8,0,252,21,0,voice,de,support
2025-01-13T12:19:50Z,tra_0225,3.0,53.2,2,755,118,2,voice,en,billing
2025-03-26T17:13:14Z,tra_0226,5.0,80.0,0,344,59,1,voice,en,billing
2025-06-10T11:54:41Z,tra_0227,5.0,75.7,0,433,4,0,voice,en,billing
2025-05-29T10:26:02Z,tra_0228,3.6,78.3,0,456,12,0,voice,es,billing
2025-03-11T09:34:16Z,tra_0229,3.5,65.5,0,329,71,0,voice,es,billing
2025-04-19T17:56:54Z,tra_0230,4.6,73.9,0,373,69,0,chat,en,support
2025-01-21T11:12:43Z,tra_0231,4.2,78.5,0,210,28,0,voice,es,support
2025-01-10T13:26:14Z,tra_0232,3.8,54.0,0,257,26,0,voice,fr,billing
2025-04-26T10:25:49Z,tra_0233,4.3,64.1,1,218,27,0,chat,en,billing
2025-05-16T10:47:48Z,tra_0234,4.6,83.2,0,312,0,0,email,en,billing
2025-03-30T08:04:56Z,tra_0235,4.2,73.9,0,295,36,0,chat,es,billing
2025-04-15T12:58:39Z,tra_0236,3.8,69.8,0,192,10,0,voice,es,support
2025-01-24T14:52:15Z,tra_0237,3.4,75.9,0,184,8,0,voice,en,support
2025-02-24T16:21:14Z,tra_0238,5.0,69.7,1,321,56,1,voice,en,support
2025-05-11T13:37:12Z,tra_0239,4.5,65.7,0,195,0,0,voice,en,support
2025-06-27T14:40:30Z,tra_0240,3.5,80.1,0,221,30,0,voice,es,billing
2025-06-07T13:33:52Z,tra_0241,3.6,93.7,0,292,19,0,voice,en,sales
2025-03-11T12:48:49Z,tra_0242,4.4,88.4,0,292,43,0,chat,en,support
2025-01-03T12:37:29Z,tra_0243,4.4,65.5,0,220,18,0,voice,en,support
2025-04-04T09:55:56Z,tra_0244,3.6,70.3,0,270,35,0,chat,en,support
2025-01-29T11:45:13Z,tra_0245,4.5,80.6,0,191,9,0,voice,es,billing
2025-02-01T16:20:54Z,tra_0246,4.2,88.7,0,315,43,0,voice,en,billing
2025-05-10T13:28:37Z,tra_0247,4.1,66.9,0,319,35,0,chat,en,billing
2025-03-04T09:42:19Z,tra_0248,4.3,80.2,0,347,41,0,voice,en,support
2025-03-03T16:28:38Z,tra_0249,4.0,87.8,0,444,76,0,chat,en,support
2025-04-08T12:57:30Z,tra_0250,3.8,76.7,0,405,25,0,voice,en,billing
2025-06-07T13:13:44Z,tra_0251,4.7,71.4,0,215,17,0,chat,fr,billing
2025-01-03T09:54:34Z,tra_0252,4.9,59.0,0,435,38,0,chat,en,support
2025-02-10T10:54:33Z,tra_0253,1.8,50.8,2,634,104,1,voice,es,billing
2025-05-13T11:07:20Z,tra_0254,3.9,82.6,0,217,22,0,chat,en,billing
2025-03-31T13:22:06Z,tra_0255,4.5,90.3,0,195,32,0,chat,de,support
2025-06-03T17:48:16Z,tra_0256,4.2,76.3,0,352,51,0,chat,es,support
2025-03-19T17:55:01Z,tra_0257,4.0,61.6,0,267,33,0,chat,de,support
2025-05-15T17:11:05Z,tra_0258,2.8,56.7,2,686,158,2,voice,en,billing
2025-03-29T15:13:47Z,tra_0259,4.4,68.7,0,338,59,1,email,es,support
2025-03-10T10:28:06Z,tra_0260,4.3,83.5,0,401,46,0,voice,de,billing
2025-04-07T16:08:30Z,tra_0261,3.9,66.6,0,378,20,0,voice,de,support
2025-05-26T11:19:32Z,tra_0262,3.9,73.2,0,327,66,0,voice,en,billing
2025-07-04T17:20:32Z,tra_0263,4.7,77.1,0,226,33,1,voice,en,billing
2025-02-18T14:49:09Z,tra_0264,3.6,68.8,0,385,38,0,voice,fr,billing
2025-01-24T09:23:18Z,tra_0265,4.5,70.5,0,344,42,0,voice,en,billing
2025-04-25T09:59:20Z,tra_0266,4.6,56.0,0,300,68,0,voice,es,support
2025-06-12T13:16:57Z,tra_0267,4.2,79.3,0,289,42,0,chat,es,support
2025-04-10T14:17:59Z,tra_0268,4.3,98.7,0,137,0,0,voice,fr,support
2025-03-16T13:22:05Z,tra_0269,5.0,96.9,0,276,15,0,voice,de,billing
2025-02-02T16:14:40Z,tra_0270,4.5,87.3,0,433,61,0,chat,en,support
2025-03-25T16:43:09Z,tra_0271,4.9,66.6,0,263,2,0,voice,en,billing
2025-07-01T17:57:14Z,tra_0272,3.9,80.9,0,420,40,0,voice,de,support
2025-07-06T15:30:47Z,tra_0273,4.1,85.8,0,371,8,0,voice,fr,support
2025-06-21T13:14:37Z,tra_0274,4.1,89.9,0,407,28,0,voice,en,support
2025-01-17T11:59:56Z,tra_0275,4.1,75.8,0,264,39,0,chat,en,support
2025-04-29T16:42:21Z,tra_0276,4.4,92.2,0,384,19,0,chat,en,billing
2025-06-03T08:38:43Z,tra_0277,3.7,80.8,0,355,16,0,voice,en,support
2025-02-02T15:14:38Z,tra_0278,4.4,72.7,0,369,30,0,chat,es,billing
2025-05-30T15:29:24Z,tra_0279,3.9,75.9,0,344,46,0,chat,fr,support
2025-04-17T17:07:28Z,tra_0280,4.4,72.6,0,375,41,0,email,en,support
2025-05-24T10:08:57Z,tra_0281,4.0,90.3,0,302,41,0,voice,es,billing
2025-01-03T08:22:36Z,tra_0282,3.3,89.4,0,214,30,0,email,es,support
2025-06-24T17:45:15Z,tra_0283,4.3,64.3,0,262,27,1,voice,en,support
2025-05-25T16:18:36Z,tra_0284,2.8,42.3,2,558,137,2,voice,fr,support
2025-02-19T14:29:37Z,tra_0285,1.1,30.5,2,501,125,2,voice,es,sales
2025-05-17T15:29:06Z,tra_0286,4.3,74.9,0,442,54,1,voice,en,billing
2025-03-13T14:04:31Z,tra_0287,3.5,65.7,0,223,19,0,chat,en,support
2025-02-15T13:57:43Z,tra_0288,4.2,58.5,0,306,55,0,email,fr,support
2025-02-27T09:51:16Z,tra_0289,4.4,69.2,0,207,26,0,voice,en,billing
2025-03-31T10:53:41Z,tra_0290,4.2,58.8,1,372,32,0,voice,fr,support
2025-04-25T10:32:56Z,tra_0291,4.2,84.4,0,238,45,0,chat,en,billing
2025-05-25T10:42:07Z,tra_0292,4.6,77.1,1,389,43,0,voice,en,billing
2025-06-17T08:35:01Z,tra_0293,4.0,72.2,0,285,33,0,chat,en,support
2025-02-13T17:51:46Z,tra_0294,4.3,78.2,1,340,0,0,chat,en,billing
2025-06-10T17:34:52Z,tra_0295,5.0,93.4,0,548,3,0,chat,en,billing
2025-05-12T09:22:49Z,tra_0296,4.5,76.9,0,120,24,0,chat,de,support
2025-06-03T08:29:55Z,tra_0297,3.6,91.0,0,461,37,1,email,en,support
2025-05-05T11:36:06Z,tra_0298,4.3,64.2,0,423,55,0,chat,en,billing
2025-01-31T14:25:42Z,tra_0299,4.9,86.6,0,304,17,0,voice,en,support
2025-06-04T09:38:39Z,tra_0300,4.0,88.3,0,339,28,1,voice,en,support
2025-05-23T08:57:49Z,tra_0301,3.3,74.6,0,292,48,0,email,de,support
2025-01-30T11:44:03Z,tra_0302,4.9,65.2,0,338,29,0,voice,en,billing
2025-05-15T11:34:26Z,tra_0303,4.8,54.7,0,250,42,0,voice,en,support
2025-03-10T16:45:59Z,tra_0304,3.8,80.5,0,388,38,0,chat,es,support
2025-01-04T16:23:11Z,tra_0305,3.4,71.1,0,230,11,0,voice,en,billing
2025-04-24T15:58:46Z,tra_0306,4.8,93.0,0,483,51,0,chat,es,support
2025-06-20T10:08:31Z,tra_0307,4.1,75.1,0,356,2,0,voice,en,sales
2025-05-14T16:26:03Z,tra_0308,3.8,74.4,0,285,51,0,chat,es,support
2025-01-23T08:00:09Z,tra_0309,4.9,100.0,0,315,40,0,voice,es,support
2025-04-23T16:34:30Z,tra_0310,3.5,67.3,0,265,50,0,voice,de,sales
2025-02-07T09:34:25Z,tra_0311,1.9,53.9,2,639,141,1,voice,en,support
2025-06-13T08:23:52Z,tra_0312,4.8,85.1,0,273,22,0,chat,fr,support
